                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.91946,                 1.1309,                 1.3008,                  0.576,                0.38014,                 0.4398,                 0.2706,                 1.5582,                 2.1543,                 1.9494,             0.00063744,             0.00063744,             0.00063744
                    101,                  0.918,                 1.0973,                 1.2997,                0.44069,                 0.4283,                0.38111,                0.22332,                 1.6447,                 2.2805,                 2.0184,             0.00063125,             0.00063125,             0.00063125
                    102,                0.89541,                 1.1393,                 1.2933,                0.49208,                0.40113,                0.37399,                0.22058,                 1.6901,                 2.1287,                 2.0882,             0.00062506,             0.00062506,             0.00062506
                    103,                0.88247,                 1.0625,                 1.2768,                0.47158,                0.37441,                0.37517,                0.21673,                  1.612,                 2.1287,                  1.987,             0.00061887,             0.00061887,             0.00061887
                    104,                0.88472,                 1.1258,                 1.3047,                 0.4454,                  0.502,                0.44191,                0.25745,                 1.5627,                  2.083,                  1.937,             0.00061269,             0.00061269,             0.00061269
                    105,                0.88201,                 1.0978,                 1.2809,                0.41928,                0.48124,                0.39037,                0.22866,                 1.5977,                 2.1591,                 1.9542,              0.0006065,              0.0006065,              0.0006065
                    106,                0.88078,                 1.0214,                 1.2677,                0.60792,                0.40149,                0.43971,                0.24632,                 1.5937,                 2.0743,                 1.9546,             0.00060031,             0.00060031,             0.00060031
                    107,                0.89735,                 1.0927,                 1.2955,                0.51644,                 0.4157,                0.41154,                0.23449,                  1.654,                  2.325,                 1.9845,             0.00059413,             0.00059413,             0.00059413
                    108,                0.86085,                 1.0612,                 1.2668,                0.51385,                0.45704,                0.45416,                0.26305,                  1.636,                 2.2049,                 2.0123,             0.00058794,             0.00058794,             0.00058794
                    109,                0.87802,                 1.1005,                 1.3152,                0.46799,                0.48766,                 0.4438,                0.25639,                 1.5893,                 2.0362,                 1.9639,             0.00058175,             0.00058175,             0.00058175
                    110,                0.84241,                 1.0246,                 1.2535,                0.45501,                0.43712,                0.41448,                0.24986,                 1.6248,                 2.2349,                 1.9884,             0.00057556,             0.00057556,             0.00057556
                    111,                0.86991,                 1.0689,                 1.2802,                0.61508,                0.39955,                0.44619,                0.26989,                  1.646,                 2.1031,                 2.0027,             0.00056938,             0.00056938,             0.00056938
                    112,                0.86666,                0.98758,                 1.2709,                0.51521,                0.44511,                0.43603,                0.25934,                 1.6165,                  2.081,                  2.023,             0.00056319,             0.00056319,             0.00056319
                    113,                0.85396,                 1.0115,                 1.2732,                0.58345,                0.35679,                0.40305,                0.23263,                 1.6416,                 2.1065,                 2.0421,               0.000557,               0.000557,               0.000557
                    114,                 0.8443,                0.97356,                 1.2545,                0.64237,                0.40821,                0.45435,                0.27438,                 1.5827,                 2.0495,                 1.9908,             0.00055081,             0.00055081,             0.00055081
                    115,                0.84854,                0.98221,                 1.2631,                0.49885,                0.43811,                 0.4299,                0.26224,                 1.6163,                 2.0328,                 2.0267,             0.00054463,             0.00054463,             0.00054463
                    116,                0.84043,                0.98282,                 1.2607,                0.36824,                0.49501,                0.41805,                0.24938,                 1.5843,                 2.2853,                 1.9707,             0.00053844,             0.00053844,             0.00053844
                    117,                0.81803,                0.94233,                 1.2339,                0.45259,                0.45356,                0.39593,                0.23831,                  1.682,                 2.2804,                 2.0829,             0.00053225,             0.00053225,             0.00053225
                    118,                0.82713,                0.96733,                 1.2514,                0.50595,                0.44278,                0.45748,                0.26637,                 1.6624,                 2.0159,                 2.0677,             0.00052606,             0.00052606,             0.00052606
                    119,                0.80347,                0.94949,                 1.2361,                0.57578,                0.37794,                0.42227,                0.23225,                 1.7102,                 2.1041,                 2.0894,             0.00051988,             0.00051988,             0.00051988
                    120,                0.81462,                0.92449,                 1.2131,                0.52887,                0.43328,                0.44111,                0.26533,                 1.6616,                 2.3476,                 2.0166,             0.00051369,             0.00051369,             0.00051369
                    121,                0.80032,                0.92878,                 1.2293,                 0.5077,                0.42882,                0.43436,                0.26415,                 1.6066,                 2.3558,                 1.9814,              0.0005075,              0.0005075,              0.0005075
                    122,                0.80267,                0.92558,                 1.2301,                0.45765,                0.45613,                 0.4166,                0.26147,                 1.5944,                 2.3896,                  1.975,             0.00050131,             0.00050131,             0.00050131
                    123,                0.78688,                0.92702,                 1.2249,                 0.6123,                0.38606,                0.44111,                0.28936,                 1.5631,                 2.1368,                 1.9224,             0.00049513,             0.00049513,             0.00049513
                    124,                 0.7857,                0.91142,                 1.2273,                0.44752,                0.42762,                0.41377,                0.26003,                 1.6493,                 2.2975,                 2.0258,             0.00048894,             0.00048894,             0.00048894
                    125,                0.80128,                0.94583,                 1.2272,                0.47907,                0.46741,                0.42862,                0.26232,                 1.5664,                 2.1633,                  1.921,             0.00048275,             0.00048275,             0.00048275
                    126,                0.76111,                0.87019,                 1.1981,                0.60118,                0.38766,                0.41467,                0.25427,                 1.6521,                 2.3655,                 2.0487,             0.00047656,             0.00047656,             0.00047656
                    127,                0.77022,                0.88045,                  1.196,                0.55227,                 0.4184,                 0.4414,                0.27759,                 1.5792,                 2.1452,                 1.9732,             0.00047038,             0.00047038,             0.00047038
                    128,                0.78463,                0.89622,                 1.2205,                0.51376,                0.42228,                 0.4277,                0.26883,                 1.6003,                 2.2815,                 1.9875,             0.00046419,             0.00046419,             0.00046419
                    129,                0.76448,                0.86395,                 1.1927,                0.40008,                0.41389,                0.39558,                0.25831,                 1.6025,                 2.4198,                  2.019,               0.000458,               0.000458,               0.000458
                    130,                0.74783,                0.87701,                 1.1985,                0.46088,                0.39211,                 0.4006,                0.24069,                  1.558,                  2.235,                 1.9782,             0.00045181,             0.00045181,             0.00045181
                    131,                0.76142,                0.86936,                 1.2071,                0.52021,                0.39849,                0.41425,                0.25096,                 1.6014,                 2.1744,                 2.0131,             0.00044563,             0.00044563,             0.00044563
                    132,                0.74553,                0.85328,                 1.1848,                0.57112,                0.42829,                 0.4386,                0.26642,                  1.599,                 2.2819,                 1.9981,             0.00043944,             0.00043944,             0.00043944
                    133,                0.75129,                 0.8429,                 1.2038,                0.56833,                0.41617,                0.42899,                0.26342,                 1.6656,                 2.3962,                 2.0547,             0.00043325,             0.00043325,             0.00043325
                    134,                0.75254,                0.87258,                 1.2156,                 0.5391,                0.35577,                0.41964,                 0.2442,                 1.6894,                 2.2326,                 2.0831,             0.00042706,             0.00042706,             0.00042706
                    135,                0.73236,                0.83165,                 1.1716,                0.55892,                0.44357,                 0.4411,                0.26563,                 1.6369,                 2.2737,                 2.0369,             0.00042087,             0.00042087,             0.00042087
                    136,                0.73868,                0.87145,                 1.1985,                0.56043,                0.43243,                0.42184,                0.24497,                 1.6563,                 2.3161,                 2.0287,             0.00041469,             0.00041469,             0.00041469
                    137,                0.71269,                 0.8154,                 1.1705,                0.54415,                0.43271,                0.44071,                0.25425,                 1.6104,                 2.1643,                  1.975,              0.0004085,              0.0004085,              0.0004085
                    138,                0.70068,                0.79408,                 1.1678,                0.49823,                 0.4628,                0.44104,                0.27556,                 1.5571,                  2.126,                  1.945,             0.00040231,             0.00040231,             0.00040231
                    139,                0.72951,                0.79869,                 1.1619,                0.49736,                0.44311,                0.44254,                0.27362,                 1.5998,                 2.1964,                 1.9951,             0.00039613,             0.00039613,             0.00039613
                    140,                0.71424,                0.81386,                 1.1709,                 0.5117,                0.42271,                0.44094,                0.27738,                 1.6387,                 2.3095,                 2.0527,             0.00038994,             0.00038994,             0.00038994
                    141,                0.71511,                0.80165,                 1.1881,                 0.4997,                0.45943,                0.44506,                0.28166,                 1.6235,                 2.1667,                 2.0575,             0.00038375,             0.00038375,             0.00038375
                    142,                0.69378,                0.75121,                 1.1451,                0.54205,                0.47965,                0.43946,                0.27284,                 1.6894,                 2.5832,                 2.0842,             0.00037756,             0.00037756,             0.00037756
                    143,                0.70834,                0.78833,                 1.1583,                0.54096,                0.46718,                0.43646,                0.25758,                 1.7118,                 2.3136,                 2.1178,             0.00037138,             0.00037138,             0.00037138
                    144,                0.71515,                0.78935,                 1.1558,                0.58716,                0.41628,                0.43213,                0.26503,                 1.6708,                 2.4968,                 2.0751,             0.00036519,             0.00036519,             0.00036519
                    145,                0.69805,                0.78285,                 1.1582,                0.50147,                0.42098,                0.40127,                 0.2393,                 1.8281,                 2.8556,                 2.2043,               0.000359,               0.000359,               0.000359
                    146,                0.68497,                0.76137,                 1.1496,                0.60899,                0.41493,                0.45147,                0.27032,                  1.719,                 2.3243,                  2.099,             0.00035281,             0.00035281,             0.00035281
                    147,                0.67642,                 0.7438,                 1.1506,                 0.5418,                0.43065,                0.44941,                0.27754,                 1.6473,                 2.1779,                 2.0686,             0.00034663,             0.00034663,             0.00034663
                    148,                0.66528,                0.72116,                 1.1391,                0.56977,                0.44057,                0.45192,                 0.2865,                 1.7063,                 2.4094,                 2.1123,             0.00034044,             0.00034044,             0.00034044
                    149,                0.65566,                0.71936,                 1.1385,                0.50092,                0.47543,                0.46272,                0.28442,                 1.6553,                 2.2738,                  2.086,             0.00033425,             0.00033425,             0.00033425
                    150,                0.68505,                 0.7413,                  1.151,                0.57331,                0.43082,                0.45211,                0.25929,                 1.6763,                 2.2978,                 2.1111,             0.00032806,             0.00032806,             0.00032806
                    151,                0.65329,                0.73623,                 1.1308,                0.60072,                0.40358,                0.43619,                0.26551,                  1.632,                 2.2568,                 2.0754,             0.00032188,             0.00032188,             0.00032188
                    152,                0.65445,                   0.72,                 1.1282,                0.55761,                0.43697,                 0.4398,                0.25654,                 1.7148,                 2.5578,                 2.1397,             0.00031569,             0.00031569,             0.00031569
                    153,                0.67016,                0.73863,                 1.1461,                0.63902,                 0.3851,                0.44595,                0.25378,                 1.7083,                 2.3991,                 2.1429,              0.0003095,              0.0003095,              0.0003095
                    154,                0.66418,                0.75118,                 1.1369,                0.51686,                  0.413,                0.43671,                0.25596,                 1.5977,                 2.3023,                 2.0407,             0.00030331,             0.00030331,             0.00030331
                    155,                0.64572,                0.72407,                 1.1222,                0.57575,                0.39009,                0.42467,                 0.2609,                 1.5742,                 2.2891,                 2.0166,             0.00029713,             0.00029713,             0.00029713
                    156,                0.62511,                0.67352,                 1.1005,                0.59706,                0.43982,                0.47244,                0.28951,                 1.6204,                 2.1356,                 2.0715,             0.00029094,             0.00029094,             0.00029094
                    157,                 0.6745,                0.71236,                 1.1394,                0.61534,                0.42373,                0.46753,                0.27532,                 1.6073,                 2.0875,                 2.0542,             0.00028475,             0.00028475,             0.00028475
                    158,                0.62179,                0.69455,                 1.1147,                0.52569,                0.48614,                0.46361,                0.27848,                 1.6506,                 2.2066,                 2.0916,             0.00027856,             0.00027856,             0.00027856
                    159,                0.62922,                 0.6929,                 1.1139,                0.49687,                0.45047,                 0.4514,                0.27484,                  1.663,                 2.4993,                 2.1039,             0.00027237,             0.00027237,             0.00027237
                    160,                0.63687,                0.67079,                 1.1179,                0.52273,                 0.4344,                 0.4638,                 0.2884,                 1.6713,                 2.4048,                 2.1033,             0.00026619,             0.00026619,             0.00026619
                    161,                0.60204,                0.68195,                 1.1029,                0.60605,                0.42849,                0.45651,                0.28077,                 1.6521,                  2.359,                 2.0896,                0.00026,                0.00026,                0.00026
                    162,                0.63558,                0.66167,                 1.1215,                0.50121,                 0.4877,                 0.4734,                0.28542,                 1.6275,                 2.3149,                 2.0477,             0.00025381,             0.00025381,             0.00025381
                    163,                0.62525,                0.67667,                 1.1058,                0.59316,                0.46954,                0.49079,                0.31012,                 1.6296,                  2.205,                 2.0602,             0.00024762,             0.00024762,             0.00024762
                    164,                0.63057,                0.68494,                 1.1197,                0.58519,                 0.4253,                0.47541,                0.29869,                 1.6443,                 2.1263,                 2.0909,             0.00024144,             0.00024144,             0.00024144
                    165,                0.58681,                0.63293,                 1.0938,                0.52221,                0.44456,                0.45089,                0.27618,                 1.5823,                 2.2237,                 1.9992,             0.00023525,             0.00023525,             0.00023525
                    166,                0.60919,                0.63083,                 1.0895,                0.60058,                  0.446,                0.46547,                0.28789,                  1.598,                 2.2595,                 2.0339,             0.00022906,             0.00022906,             0.00022906
                    167,                0.59544,                0.62248,                 1.0855,                0.51715,                0.46474,                0.48453,                 0.2881,                 1.6297,                 2.2633,                 2.0598,             0.00022288,             0.00022288,             0.00022288
                    168,                0.60017,                0.64401,                 1.1068,                 0.5222,                0.43197,                 0.4425,                0.27711,                 1.7055,                 2.4765,                  2.123,             0.00021669,             0.00021669,             0.00021669
                    169,                0.61049,                0.65248,                 1.0971,                0.49449,                0.47545,                0.44271,                 0.2747,                 1.6899,                 2.4322,                 2.1107,              0.0002105,              0.0002105,              0.0002105
                    170,                0.58641,                0.65074,                 1.0892,                0.52718,                0.45279,                0.44606,                0.27933,                  1.634,                 2.3525,                 2.0652,             0.00020431,             0.00020431,             0.00020431
                    171,                0.58609,                0.65688,                  1.093,                0.49305,                0.44363,                0.43785,                0.27697,                 1.6316,                 2.3195,                 2.0427,             0.00019813,             0.00019813,             0.00019813
                    172,                0.58474,                0.62662,                 1.0857,                0.49393,                0.42696,                0.43744,                0.27048,                 1.6982,                 2.4207,                 2.0806,             0.00019194,             0.00019194,             0.00019194
                    173,                0.56704,                0.62093,                 1.0636,                0.54212,                0.46028,                 0.4395,                  0.267,                 1.6869,                 2.4276,                 2.1088,             0.00018575,             0.00018575,             0.00018575
                    174,                0.59093,                0.63717,                 1.1059,                0.59852,                0.44867,                0.47374,                0.28569,                 1.7023,                 2.3202,                 2.1293,             0.00017956,             0.00017956,             0.00017956
                    175,                0.57197,                0.62172,                 1.0874,                0.54738,                0.47169,                0.47208,                0.27874,                 1.7111,                 2.2314,                  2.138,             0.00017338,             0.00017338,             0.00017338
                    176,                0.57985,                0.62866,                 1.0856,                0.55275,                 0.4059,                0.44056,                0.28235,                 1.7076,                 2.4938,                 2.1298,             0.00016719,             0.00016719,             0.00016719
                    177,                0.57841,                0.62743,                 1.0829,                0.48789,                0.46916,                0.44828,                 0.2819,                 1.6779,                 2.4254,                 2.0986,               0.000161,               0.000161,               0.000161
                    178,                0.55928,                0.59939,                 1.0805,                0.54964,                0.42626,                0.46057,                 0.2875,                 1.6501,                 2.3716,                 2.0517,             0.00015481,             0.00015481,             0.00015481
                    179,                0.55982,                0.58792,                 1.0701,                0.62369,                0.42958,                0.47709,                0.29342,                 1.6661,                 2.4152,                 2.0798,             0.00014862,             0.00014862,             0.00014862
                    180,                0.55827,                0.60952,                 1.0651,                 0.5911,                0.43535,                 0.4626,                0.28004,                 1.7256,                 2.5857,                 2.1694,             0.00014244,             0.00014244,             0.00014244
                    181,                0.55348,                 0.5928,                 1.0654,                0.48005,                0.47769,                0.45055,                0.27619,                 1.7426,                 2.6053,                 2.1799,             0.00013625,             0.00013625,             0.00013625
                    182,                0.56673,                0.56917,                 1.0685,                0.66295,                0.40419,                0.45598,                0.29076,                 1.7175,                 2.4148,                 2.1719,             0.00013006,             0.00013006,             0.00013006
                    183,                0.56603,                0.60953,                 1.0711,                0.57816,                0.45363,                0.47247,                0.28107,                 1.6543,                 2.3663,                 2.0857,             0.00012387,             0.00012387,             0.00012387
                    184,                 0.5531,                0.58114,                 1.0666,                0.42285,                0.51966,                0.44914,                 0.2632,                 1.6437,                 2.3764,                 2.0919,             0.00011769,             0.00011769,             0.00011769
                    185,                0.55253,                0.58208,                 1.0724,                0.49338,                0.47653,                0.45064,                0.26638,                 1.6424,                 2.3377,                 2.0869,              0.0001115,              0.0001115,              0.0001115
                    186,                0.53967,                 0.6029,                 1.0629,                0.52112,                0.47255,                0.47657,                0.29291,                 1.6619,                 2.2585,                 2.0925,             0.00010531,             0.00010531,             0.00010531
                    187,                0.52075,                0.54468,                 1.0441,                0.59288,                0.45676,                0.47607,                0.28987,                 1.6567,                 2.2943,                 2.0787,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    188,                0.52201,                0.56308,                 1.0504,                0.57297,                0.43545,                0.46685,                0.28796,                  1.664,                 2.3998,                 2.0742,             9.2937e-05,             9.2937e-05,             9.2937e-05
                    189,                0.52365,                0.56042,                 1.0419,                0.55041,                 0.4258,                0.45456,                0.28117,                 1.7223,                 2.4831,                 2.1235,              8.675e-05,              8.675e-05,              8.675e-05
                    190,                0.52601,                0.58469,                 1.0556,                0.57536,                0.44342,                0.46037,                 0.2772,                 1.7169,                 2.4896,                 2.1222,             8.0563e-05,             8.0563e-05,             8.0563e-05
                    191,                0.41937,                0.44131,                0.94049,                0.55695,                0.42357,                0.44107,                0.27141,                 1.6655,                 2.3551,                 2.0814,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    192,                0.41159,                0.43008,                0.95416,                 0.5311,                 0.4529,                0.44474,                0.27018,                 1.6653,                 2.2836,                 2.1044,             6.8188e-05,             6.8188e-05,             6.8188e-05
                    193,                0.37688,                0.39196,                 0.9332,                0.53644,                0.42362,                0.44264,                0.27432,                 1.6508,                 2.2946,                 2.1171,                6.2e-05,                6.2e-05,                6.2e-05
                    194,                0.38554,                0.39207,                0.93424,                0.45435,                0.49884,                0.44998,                 0.2767,                 1.6758,                 2.3102,                 2.1454,             5.5813e-05,             5.5813e-05,             5.5813e-05
                    195,                0.35539,                0.34405,                0.89378,                0.53637,                0.47415,                0.45991,                 0.2742,                 1.6823,                 2.3208,                 2.1544,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    196,                0.39247,                0.37993,                0.95904,                0.52642,                0.47183,                0.45396,                0.28228,                 1.6928,                 2.4345,                 2.1607,             4.3438e-05,             4.3438e-05,             4.3438e-05
                    197,                0.35926,                0.36283,                0.91068,                0.56454,                0.44675,                 0.4523,                0.27735,                 1.6955,                 2.4759,                 2.1692,              3.725e-05,              3.725e-05,              3.725e-05
                    198,                 0.3738,                0.37166,                0.93513,                0.54007,                0.48177,                0.45772,                0.28657,                 1.6657,                 2.4069,                 2.1468,             3.1063e-05,             3.1063e-05,             3.1063e-05
                    199,                0.36754,                0.35586,                0.92684,                0.54457,                0.49168,                0.45866,                0.28556,                 1.6746,                 2.3815,                 2.1471,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    200,                0.35453,                0.35141,                0.90866,                0.55283,                 0.4859,                 0.4636,                0.29351,                  1.665,                 2.3528,                 2.1328,             1.8688e-05,             1.8688e-05,             1.8688e-05
